"","fit","lwr","upr"
"41",2416.30400243996,1577.40895689892,3255.199047981
"42",2588.29497664781,1480.54995439976,3696.03999889585
"43",2985.5424638329,1877.78918062914,4093.29574703666
"44",2160.20863477187,1168.83260130922,3151.58466823453
"45",3341.85325510674,2350.48073127635,4333.22577893713
"46",1290.86303327363,299.397915552981,2282.32815099428
"47",-1280.95010547991,-2273.88458134772,-288.015629612092
"48",2698.32492240491,1133.56638648154,4263.08345832827
"49",3708.02214852529,2802.49826348609,4613.54603356449
"50",2221.5291341809,1382.69528746336,3060.36298089845
"51",505.889448171962,-601.850898560914,1613.62979490484
"52",1522.94899588877,531.576375777579,2514.32161599996
"53",2616.03842441294,1777.138632507,3454.93821631889
"54",1511.06099176792,519.593390392746,2502.52859314309
"55",2470.56740429803,1565.02901168016,3376.1057969159
"56",2180.55438623139,1189.0679136395,3172.04085882328
"57",2958.64189298046,1967.27045947655,3950.01332648437
"58",-1050.94860094053,-2043.70091464096,-58.196287240112
"59",4091.28804644488,3306.13398036182,4876.44211252793
"60",3453.50459999872,1241.90124902701,5665.10795097042
"61",96.9127222769826,-743.801398907629,937.626843461595
"62",2991.53536847045,2086.01849540445,3897.05224153645
"63",2684.77229002645,1577.02700954993,3792.51757050297
"64",-628.681902283111,-1737.64041673206,480.276612165837
"65",2455.4317967566,1347.69469278442,3563.16890072877
"66",1825.01616586483,919.398625165714,2730.63370656395
"67",3365.60161762052,2087.23682094804,4643.966414293
"68",3602.48516196835,2323.92953740071,4881.040786536
"69",3976.91963255768,2698.54947025998,5255.28979485538
"70",3278.6146371585,2287.03723871921,4270.19203559778
"71",2738.28468565029,1746.80086746433,3729.76850383625
"72",556.756984227066,-722.443930961857,1835.95789941599
"73",2025.55703120131,747.190238905594,3303.92382349702
"74",1919.3566235672,926.608876795418,2912.10437033898
"75",2704.48992739793,1596.73422303437,3812.24563176148
"76",4104.36025632227,3112.98677848054,5095.733734164
"77",1875.21666701056,767.349326796667,2983.08400722445
"78",3285.09929160894,2293.7166261015,4276.48195711639
"79",3758.86833859383,2651.12729671606,4866.60938047159
"80",1919.20035103222,640.617074458921,3197.78362760552
"81",3351.67567029091,1786.91472839052,4916.4366121913
"82",2821.76313632218,1830.38965848054,3813.13661416382
"83",1985.85936987579,994.494700600926,2977.22403915066
"84",2801.318424893,1809.85880999881,3792.77803978719
"85",3463.48043066404,2472.10994390374,4454.85091742434
"86",1940.30599407844,661.942893702343,3218.66909445454
"87",3312.65885919009,2407.12556840086,4218.19214997932
"88",5085.1701986855,4179.57705546903,5990.76334190197
"89",-900.212529109941,-1892.96527905075,92.5402208308665
"90",3812.7484159394,2821.38153716084,4804.11529471797
"91",3962.76824142434,3057.18569323963,4868.35078960904
"92",3903.38144676313,2795.62685311917,5011.13604040709
"93",2313.79747973212,1322.42264985184,3305.1723096124
"94",71.9788050208509,-1036.84533692088,1180.80294696258
"95",-119.948944443023,-1228.91930010844,989.021411222393
"96",764.888507037535,-226.584190557852,1756.36120463292
"97",2596.855774452,1757.94764015705,3435.76390874695
"98",357.177728923232,-549.985068326081,1264.34052617254
"99",3570.09221443311,2578.72258049546,4561.46184837075
"100",2574.35029276299,1668.76276835805,3479.93781716793
"101",2661.95268573872,1670.49517670353,3653.41019477391
"102",1749.78072852906,642.027182469716,2857.5342745884
"103",4426.22049770114,3520.62822450729,5331.812770895
"104",295.069410992222,-612.309113802204,1202.44793578665
"105",1029.66196583841,-248.698801934364,2308.02273361119
"106",2758.38133673905,1767.00130599815,3749.76136747994
"107",4171.63989187941,3180.25546042206,5163.02432333675
"108",2531.97682099863,1424.09741215032,3639.85622984693
"109",931.61659320393,-176.250962021089,2039.48414842895
"110",5615.94539305712,4624.49328391628,6607.39750219796
"111",3318.12482266946,2326.65231319011,4309.5973321488
"112",3151.66240831081,2312.7104225074,3990.61439411421
"113",943.836197488119,-47.5345752219074,1935.20697019814
"114",1721.37298626072,728.356319229091,2714.38965329235
"115",1544.98221259688,553.596857703322,2536.36756749044
"116",1747.71158131713,639.966266644209,2855.45689599005
"117",489.911807723971,-348.945274985167,1328.76889043311
"118",1634.96632878639,643.49603429414,2626.43662327864
"119",-1242.09949350304,-2350.92467707568,-133.274309930407
"120",1296.44087446151,457.540428693385,2135.34132022964
"121",2518.56102808685,1410.82523981638,3626.29681635733
"122",160.545006069814,-745.056025852126,1066.14603799175
"123",2190.93939347387,1199.46807437035,3182.41071257739
"124",2079.95354528203,971.947563981045,3187.95952658302
"125",4294.96055185482,2730.2004505395,5859.72065317013
"126",3570.09221443311,2578.72258049546,4561.46184837075
"127",3180.36809467264,2188.8961131226,4171.84007622269
"128",755.331799692794,-150.270108235869,1660.93370762146
"129",1600.56581762094,322.20102094848,2878.9306142934
"130",1759.48085245955,481.114009070672,3037.84769584844
"131",2646.22598548897,1367.86141339869,3924.59055757924
"132",3229.4082178006,1951.03974183265,4507.77669376854
"133",1487.34706330324,-77.4104638432734,3052.10459044976
"134",2368.54932508439,1529.70871272713,3207.38993744165
"135",1625.51363682262,517.77335081153,2733.25392283371
"136",2294.29964724508,1388.77238719198,3199.82690729818
"137",199.455439656497,-1078.91128589246,1477.82216520546
"138",673.930945938211,-231.586063304706,1579.44795518113
"139",1952.9692000064,1114.08041025106,2791.85798976174
"140",1988.68341119038,880.825564139207,3096.54125824154
"141",1496.7184,-714.884950971601,3708.32175097159
"142",718.208027210425,-273.254689284188,1709.67074370504
"143",1570.51688878614,579.046594293854,2561.98718327842
"144",2246.44450137195,1255.05816793782,3237.83083480608
"145",3453.50459999872,1241.90124902701,5665.10795097042
"146",1866.06262521513,758.316179146035,2973.80907128423
"147",-46.9593943842771,-954.334357229089,860.415568460535
"148",3253.08660406544,2261.6166665643,4244.55654156658
"149",1212.64259050124,307.110390882626,2118.17479011985
"150",980.043697101654,74.4603852361968,1885.62700896711
"151",1411.44646855774,572.533007450242,2250.35992966524
"152",6130.13205258709,5138.76142207892,7121.50268309526
"153",3456.99961515401,2465.53052489582,4448.46870541219
"154",3814.58746927673,2536.2217158241,5092.95322272937
"155",2715.18338698054,1876.22794453409,3554.13882942698
"156",257.710266154683,-649.669496878763,1165.09002918813
"157",-991.519385387888,-2100.4859670646,117.447196288828
"158",875.652236664421,-29.8745461889919,1781.17901951783
"159",2754.49060979175,1763.1169108139,3745.8643087696
"160",-558.888002657998,-1551.63519978872,433.859194472723
"161",1508.50533831705,669.625878167882,2347.38479846622
"162",2324.16210022279,1418.48843859911,3229.83576184647
"163",3173.44394336214,2065.56063343173,4281.32725329255
"164",2906.86841266623,1799.12353518242,4014.61329015003
"165",792.506505740252,-198.87387308726,1783.88688456776
"166",1787.22255111932,881.622170631259,2692.82293160738
"167",1275.65780180386,370.140928737658,2181.17467487006
"168",1835.58449472161,844.205324686007,2826.96366475721
"169",2129.29428689213,1223.6434922114,3034.94508157286
"170",3541.74558725864,2702.85040524189,4380.64076927539
"171",3405.44868220909,2127.07641782836,4683.82094658981
"172",2026.88468260989,1121.21238676507,2932.55697845471
"173",2598.94006534118,1320.56662373056,3877.3135069518
"174",376.504362764265,-614.885460166979,1367.89418569551
"175",106.582852844759,-1002.24818197147,1215.41388766098
"176",4615.83005566195,3507.9543824595,5723.7057288644
"177",630.635638432329,-276.809972533018,1538.08124939768
"178",3641.56724613805,2363.19429148684,4919.94020078927
"179",563.594514811793,-427.778805627271,1554.96783525086
"180",4399.3703488115,3291.61765389089,5507.12304373211
"181",1256.35016196334,264.895996105111,2247.80432782157
"182",2975.73302009439,1697.3695883827,4254.09645180608
"183",2515.14840295187,950.389250091794,4079.90755581195
"184",1046.11606622776,207.206142049655,1885.02599040586
"185",1692.26786372759,700.889176499124,2683.64655095606
"186",2344.32744491149,1352.94588136848,3335.70900845451
"187",2268.3148317513,1276.8436274175,3259.78603608509
"188",3331.14310336576,2339.75752166958,4322.52868506193
"189",3922.34014089796,2357.58255116491,5487.09773063102
"190",3488.68103261874,2380.92926517512,4596.43280006236
"191",1667.60087002673,828.645392472103,2506.55634758136
"192",3447.11848986333,2541.53650006127,4352.7004796654
"193",106.582852844759,-1002.24818197147,1215.41388766098
"194",5031.97658690225,4126.45942102679,5937.4937527777
"195",-1135.74884296695,-2244.72229099084,-26.7753949430635
"196",2411.65162090358,1303.77761809224,3519.52562371491
"197",3298.43309259717,2307.04773770358,4289.81844749077
"198",2895.48746597972,1904.11786862256,3886.85706333687
"199",3003.93577877103,2098.34117540742,3909.53038213464
"200",2043.9652860776,1052.58847078652,3035.34210136867
"201",2038.71864109692,1047.2366273125,3030.20065488133
"202",2042.68846979704,1203.78763071976,2881.58930887432
"203",3662.62117784562,2823.71059314197,4501.53176254928
"204",3253.08296063973,2145.33247231512,4360.83344896434
"205",2452.23095556947,1460.85011119044,3443.6117999485
"206",1623.41216780284,515.670002016047,2731.15433358963
"207",4687.74594028728,3696.37055459651,5679.12132597805
"208",163.541471348585,-829.214717657331,1156.2976603545
"209",2571.74289819886,1580.36627662996,3563.11951976776
"210",2068.66183935493,960.915839332537,3176.40783937733
"211",2001.87727348351,894.124777100802,3109.62976986621
"212",357.17990933825,-1207.57559561973,1921.93541429623
"213",4209.20427962802,2644.44715413248,5773.96140512356
"214",3313.98315099407,2475.04109123599,4152.92521075215
"215",7080.4361429012,5972.68946733065,8188.18281847174
"216",1791.71691177133,952.826502333516,2630.60732120914
"217",-161.14660199445,-1068.31474494278,746.021540953878
"218",3131.67954352716,2140.2941707513,4123.06491630301
"219",2882.05514666482,1774.301386989,3989.80890634063
"220",2209.60622927624,1216.8456481282,3202.36681042429
"221",2633.45663201006,1727.87772101062,3539.0355430095
"222",2866.58054157064,1758.70561808903,3974.45546505224
"223",3393.45335629787,2487.83805274033,4299.0686598554
"224",2762.34986598646,1923.44475453296,3601.25497743996
"225",2397.14027190722,1118.77268383734,3675.50785997711
"226",1426.65327739804,318.897573034617,2534.40898176146
"227",3626.3088354793,2634.84460509558,4617.77306586301
"228",687.65242031427,-305.097313846613,1680.40215447515
"229",3494.24434114253,2655.35846556575,4333.13021671931
"230",1346.03471922136,440.436834364637,2251.63260407807
"231",4928.40771797502,4022.88043289696,5833.93500305308
"232",3524.51665245913,2246.14980907023,4802.88349584803
"233",3267.47760740715,2276.01168112034,4258.94353369395
"234",1538.29205886098,546.922514726788,2529.66160299518
"235",-665.032596382024,-1657.78693612045,327.721743356406
"236",1758.87967240164,919.918507938819,2597.84083686446
"237",2722.17394983662,1614.42629948317,3829.92160019006
"238",1654.47859369307,748.95385537164,2560.0033320145
"239",4691.20019666396,3583.44643698834,5798.95395633957
"240",114.117496869062,-878.81298166263,1107.04797540075
"241",482.00489394763,-423.532288553033,1387.54207644829
"242",1026.98282930801,-81.9867984308671,2135.95245704689
"243",2152.49518240543,1246.9634598637,3058.02690494716
"244",1409.18224397971,301.297450264438,2517.06703769498
"245",1538.29205886098,546.922514726788,2529.66160299518
"246",2588.29497664781,1480.54995439976,3696.03999889585
"247",1037.00556566511,198.097196852483,1875.91393447774
"248",798.648890661789,-766.106614296186,2363.40439561976
"249",-871.794649190516,-2151.00236418223,407.4130658012
"250",4127.41875344867,3221.81700844032,5033.02049845702
"251",3565.026386823,2000.27232726148,5129.78044638452
"252",4693.43793126481,3787.83886862257,5599.03699390705
"253",973.370279527532,67.7681946902046,1878.97236436486
"254",1630.78115190759,66.0315346319762,3195.53076918321
"255",4488.41004446091,3582.74610520291,5394.07398371891
"256",3144.6943237812,2239.17112593734,4050.21752162506
"257",3801.45718191282,2809.99678117146,4792.91758265418
"258",2107.36976512785,999.474444751754,3215.26508550396
"259",1646.01858385101,807.098499123933,2484.93866857808
"260",-729.73806296335,-1570.74576046673,111.269634540031
"261",4135.8346673963,2857.46936278027,5414.19997201232
"262",2404.8806165806,1499.27599182793,3310.48524133327
"263",3316.65211545034,2477.74111529096,4155.56311560972
"264",254.710180248723,-854.124448693749,1363.5448091912
"265",1292.53258296003,183.557965463933,2401.50720045613
"266",3873.19507384695,2967.67215711425,4778.71799057965
"267",758.287779180467,-234.572751447818,1751.14830980875
"268",3068.00641553793,1960.26975369068,4175.74307738519
"269",1776.45631253106,870.923271918525,2681.9893531436
"270",424.791801789786,-684.042176883541,1533.62578046311
"271",3261.25343311002,2355.64474384892,4166.86212237111
"272",1281.75206742992,174.004466998435,2389.4996678614
"273",2329.84905826464,1544.63696744511,3115.06114908418
"274",1872.65837286299,967.136073978172,2778.1806717478
"275",1849.07909290061,741.332417330127,2956.8257684711
"276",1119.23841051899,11.4954896440033,2226.98133139397
"277",2561.62941004946,1570.26020930025,3552.99861079868
"278",869.266555888757,-122.10606422237,1860.63917599988
"279",1589.74582989067,481.991805174094,2697.49985460725
"280",2164.19413840232,1258.59607084871,3069.79220595593
"281",-501.308250690865,-1408.75015089478,406.133649513051
"282",216.713720893152,-892.252684877971,1325.68012666428
"283",1787.44002991339,881.841372941231,2693.03868688555
"284",3915.88419072686,2637.51280974579,5194.25557170792
"285",2515.14840295187,950.389250091794,4079.90755581195
"286",4332.47431559592,3341.01535619415,5323.9332749977
"287",1523.390621531,738.216272329608,2308.56497073239
"288",1916.77153133225,1011.18263753149,2822.360425133
"289",563.868202785117,-427.514304749787,1555.25071032002
"290",1122.47764735268,14.6083399896334,2230.34695471573
"291",926.246363425533,141.060714224024,1711.43201262704
"292",3737.17689678007,2745.80350702005,4728.55028654008
"293",1288.40704326977,449.493554525382,2127.32053201417
"294",2045.6420296942,1054.18558586451,3037.0984735239
"295",2211.1034996927,1305.50159176405,3116.70540762135
"296",4786.45380391484,3507.90908398179,6064.99852384789
"297",1373.09153599645,94.5322499057606,2651.65082208714
"298",4044.2112506461,3205.26480956995,4883.15769172225
"299",2635.47961908245,1644.0174582646,3626.9417799003
"300",599.451853315147,-239.454519054288,1438.35822568458
"301",2843.46491042248,1937.87166170643,3749.05815913854
"302",2953.74584300184,2048.15995933587,3859.33172666781
"303",2371.40946441805,806.654715784322,3936.16421305178
"304",1829.58360631276,721.708327512897,2937.45888511263
"305",-605.300039018673,-1714.12805961413,503.527981576779
"306",3962.87002202566,2971.39929211151,4954.34075193981
"307",4.12013972283461,-1104.70671108212,1112.94699052779
"308",3127.32519232772,2019.58083808692,4235.06954656852
"309",908.043982424751,-200.786369066872,2016.87433391637
"310",3262.53789383334,2271.07701838511,4253.99876928157
"311",1220.85440277184,113.104036175763,2328.60476936792
"312",4605.99515536208,3614.44689088269,5597.54341984148
"313",3321.09746742999,2213.34986699846,4428.84506786152
"314",4175.99066436781,3270.39839117392,5081.58293756169
"315",-475.720271420725,-1584.68536882928,633.244825987826
"316",1258.139251677,150.39817988944,2365.88032346457
"317",2135.86920883599,857.502376422948,3414.23604124904
"318",3135.61372919646,2027.75783412617,4243.46962426676
"319",3978.77529456525,2987.39123875272,4970.15935037777
"320",3489.33810451073,2381.47824450499,4597.19796451648
"321",1723.47460959558,938.24993145161,2508.69928773956
"322",1771.27397614432,663.387311854243,2879.16064043441
"323",3058.5557240608,1780.18434307975,4336.92710504184
"324",2555.099516031,1447.34722951129,3662.85180255072
"325",2600.56964076967,1694.9718831442,3506.16739839514
"326",2262.82630853093,1423.94229748091,3101.71031958096
"327",1188.77566534112,-89.5977762695784,2467.14910695181
"328",3654.3984550963,2748.74390809399,4560.0530020986
"329",716.584767874014,-274.80044240218,1707.96997815021
"330",1932.69418956617,1027.09492067732,2838.29345845502
"331",2941.97831935319,1834.24590517765,4049.71073352873
"332",2772.03197748327,1664.14373315284,3879.9202218137
"333",4489.05310551405,3583.51865854502,5394.58755248309
"334",1251.64629068176,260.192726412208,2243.09985495131
"335",1484.88303465467,493.319903524617,2476.44616578473
"336",1283.72638543387,5.36113474680292,2562.09163612093
"337",501.063540070111,-777.304042032549,1779.43112217277
"338",1523.67622096065,532.187394455226,2515.16504746608
"339",1866.06262521513,758.316179146035,2973.80907128423
"340",2211.49133546162,1220.03019441322,3202.95247651001
"341",2308.33992253629,1200.58795739087,3416.09188768172
"342",450.860182835155,-656.883397597368,1558.60376326768
"343",4348.35267683433,3069.98843562648,5626.71691804219
"344",4646.40841432569,3807.44731715001,5485.36951150138
"345",530.806820432497,-747.556045109969,1809.16968597496
"346",966.601538456626,-24.8806052740387,1958.08368218729
"347",3738.48789585834,2832.90377300493,4644.07201871175
"348",2498.00958859356,1390.26854671566,3605.75063047147
"349",2448.65197057152,1609.69338876473,3287.61055237831
"350",1806.80356466544,901.214670864652,2712.39245846623
"351",2764.88479022056,1773.41152607651,3756.35805436461
"352",899.70353519946,-208.183009073328,2007.59007947225
"353",1714.24726953318,808.71034810021,2619.78419096614
"354",1950.06979142465,842.327452250445,3057.81213059885
"355",4802.07514887523,3523.70288449464,6080.44741325581
"356",3805.09001339066,2697.34996363918,4912.83006314215
"357",4702.7216869771,3711.35385854667,5694.08951540754
"358",-720.164702607411,-1712.91867865793,272.589273443105
"359",4457.19545332621,3618.30023339566,5296.09067325677
"360",2778.43404983653,1670.68639948317,3886.18170018988
"361",3081.36698728789,1973.61848609043,4189.11548848535
"362",2015.76300522848,907.884764222264,3123.6412462347
"363",758.392783015549,-519.969683872686,2036.75524990378
"364",1204.89603164335,299.215221756691,2110.57684153001
"365",-1372.58333527702,-2279.95961138254,-465.207059171508
"366",-108.694196985804,-949.405176448909,732.016782477301
"367",2101.6934010017,1196.16673624115,3007.22006576226
"368",1676.95922702594,771.357465018291,2582.56098903358
"369",2091.38397605202,1185.86347485308,2996.90447725096
"370",2608.95777721584,1617.48032421396,3600.43523021771
"371",5922.14280443846,4930.76918879517,6913.51642008176
"372",2446.21415461042,1454.75709279384,3437.67121642701
"373",3232.62359994,2124.87559071765,4340.37160916236
"374",1683.11538670942,404.531407745395,2961.69936567345
"375",4961.69605523512,4056.10436041453,5867.28775005572
"376",1383.4726500118,275.736652882825,2491.20864714078
"377",4680.95344993508,3842.06677241085,5519.84012745932
"378",4176.26676624739,3184.80069349632,5167.73283899846
"379",3538.79346053808,2633.13826998453,4444.44865109162
"380",3498.56135797827,2507.08146608233,4490.0412498742
"381",2821.76313632218,1830.38965848054,3813.13661416382
"382",4851.75441438324,3860.36648191819,5843.14234684829
"383",1378.25978343969,386.889796796858,2369.62977008253
"384",1577.76278767118,299.393509522152,2856.1320658202
"385",3541.14590698817,1976.38542319792,5105.90639077843
"386",1532.91156382212,541.530465017567,2524.29266262668
"387",2529.60746734335,1624.00786660797,3435.20706807873
"388",4362.7345658383,3457.14975500239,5268.31937667421
"389",1666.6004501258,675.032710423284,2658.16818982831
"390",1983.58666210414,1077.97106342923,2889.20226077906
"391",6176.51425910171,4611.75666936885,7741.27184883457
"392",3018.60389857711,2027.22094115603,4009.9868559982
"393",2139.81776977108,1148.33448790222,3131.30105163994
"394",4026.39382436582,2461.29132680681,5591.49632192482
"395",964.212179545451,-143.539239788345,2071.96359887925
"396",4559.45468446632,3281.08620849853,5837.82316043411
"397",1569.95640000014,-641.646950971645,3781.55975097193
"398",2315.54875130826,1476.66019943754,3154.43730317898
"399",1615.83293000524,508.082824897757,2723.58303511273
"400",1533.35795306781,425.486590185828,2641.22931594979
"401",2019.38650193381,1028.01802448625,3010.75497938137
"402",65.6565982434472,-1212.71594659464,1344.02914308153
"403",1359.21737628306,367.836792153496,2350.59796041262
"404",1128.61312023589,223.095954360383,2034.13028611141
"405",505.947157386549,-486.987371811684,1498.88168658478
"406",2891.19661079968,1985.67264429551,3796.72057730385
"407",950.813193248286,-156.934710805881,2058.56109730245
"408",3160.72346925776,2169.15801697418,4152.28892154133
"409",2955.41395129056,2049.89142314866,3860.93647943247
"410",513.657695993249,-393.722091304931,1421.03748329143
"411",2516.68627059984,1525.21044262067,3508.162098579
"412",3078.73054574024,2087.35016691274,4070.11092456774
"413",1452.27227759513,-112.48625832839,3017.03081351865
"414",3275.72906335399,2284.15619743199,4267.30192927598
"415",-447.400182242885,-1440.41926966352,545.618905177749
"416",254.343077082431,-532.8589546184,1041.54510878326
"417",4691.39191573321,3785.78120211959,5597.00262934684
"418",1381.0512207594,273.177009524737,2488.92543199407
"419",2495.58310987564,1504.19448893469,3486.97173081659
"420",2696.51415744022,1790.9177121514,3602.11060272904
"421",1256.35016196334,264.895996105111,2247.80432782157
"422",-1072.21241041577,-1979.58946802481,-164.835352806727
"423",1156.78986467116,251.181613068724,2062.39811627359
"424",295.069410992222,-612.309113802204,1202.44793578665
"425",2052.62365515282,1213.73358762421,2891.51372268142
"426",3840.08435168459,2848.59989027148,4831.56881309769
"427",3877.67642731776,2312.5755891388,5442.77726549671
"428",1378.37523692358,472.759942386579,2283.99053146059
"429",5971.70213407654,4693.33829402856,7250.06597412452
"430",427.797574565217,-563.586481247278,1419.18163037771
"431",989.196509043032,-118.539635602859,2096.93265368892
"432",1204.5849459086,297.350766257104,2111.81912556009
"433",1621.51553812891,628.581292681898,2614.44978357591
"434",1310.77637719654,202.906403143825,2418.64635124925
"435",4197.26966053821,3291.61446998465,5102.92485109176
"436",3945.40680343378,2837.66162433597,5053.15198253159
"437",-622.628144196088,-1530.00421635476,284.747927962579
"438",1444.43769633213,453.054845937272,2435.820546727
"439",4209.20427962802,2644.44715413248,5773.96140512356
"440",2339.89139352586,1554.72875224965,3125.05403480208
"441",120.509800000093,-2091.09355097141,2332.1131509716
"442",4026.39382436582,2461.29132680681,5591.49632192482
"443",388.11177049739,-890.254387913926,1666.47792890871
"444",3372.65728370271,2094.29033145894,4651.02423594647
"445",2906.86841266623,1799.12353518242,4014.61329015003
"446",219.737264612205,-889.229317064594,1328.703846289
"447",2367.62796857659,1376.25949108312,3358.99644607007
"448",4514.5457475695,3608.95968322225,5420.13181191676
"449",1022.39640774665,-256.719067739979,2301.51188323328
"450",2576.86679050124,1671.3345908826,3482.39899011988
"451",2293.60643162391,1454.76912355226,3132.44373969556
"452",1994.41038975442,886.661521995258,3102.15925751359
"453",2696.51415744022,1790.9177121514,3602.11060272904
"454",276.512362657365,-716.421763147272,1269.446488462
"455",3012.43564980041,2227.27448539177,3797.59681420905
"456",1357.66186943972,452.053069524726,2263.27066935471
"457",1389.44236260239,398.05433646901,2380.83038873577
"458",1553.79757691189,714.894675749783,2392.70047807399
"459",3856.90733811907,2865.51952914889,4848.29514708925
"460",2375.32538882037,1267.5693472739,3483.08143036685
"461",2077.96077766218,1172.35686694342,2983.56468838094
"462",-405.566101567489,-1514.39566913184,703.263465996864
"463",1134.43386549306,-144.151184436731,2413.01891542285
"464",2033.61274584991,1042.23970586182,3024.985785838
"465",2288.97511921974,1297.49807260456,3280.45216583492
"466",3111.61748439411,2120.25145289135,4102.98351589688
"467",-605.300039018673,-1714.12805961413,503.527981576779
"468",509.019579854615,-598.866299610655,1616.90545931988
"469",5068.05901764648,4229.15148593911,5906.96654935386
"470",1502.1479007325,510.685338558207,2493.6104629068
"471",2451.40808553489,1458.47186976767,3444.3443013021
"472",2384.23864708075,1392.86974624486,3375.60754791663
"473",4238.54802202438,3332.9496673317,5144.14637671705
"474",639.802961819943,-145.372557238239,1424.97848087812
"475",580.588155972666,-258.298627587998,1419.47493953333
"476",1122.47764735268,14.6083399896334,2230.34695471573
"477",5585.05540544924,4477.30913237113,6692.80167852735
"478",3202.13897709144,2363.24975162915,4041.02820255374
"479",1855.83531079247,864.469203852867,2847.20141773206
"480",3048.99721882538,2057.52728635693,4040.46715129383
"481",4185.93539324806,3078.18748919387,5293.68329730224
"482",1824.9079758938,717.156659147536,2932.65929264006
"483",1695.80833805278,856.951281708132,2534.66539439742
"484",3744.0603138227,2752.6808165358,4735.43981110961
"485",3771.51094168669,2779.96023594208,4763.06164743129
"486",3488.16488620875,2380.41933714467,4595.91043527283
"487",4294.96055185482,2730.2004505395,5859.72065317013
"488",3969.95634350112,2691.59210229342,5248.32058470882
"489",2702.79440790293,1711.42191936127,3694.16689644458
"490",2937.51926556417,1372.76439542015,4502.27413570819
"491",2844.86540488541,1853.40437937436,3836.32643039646
"492",3644.93664051382,2739.41372378104,4550.4595572466
"493",248.523348095424,-744.236618374121,1241.28331456497
"494",1099.22421683839,-8.52710806548043,2206.97554174225
"495",1846.33151210436,940.736908740692,2751.92611546803
"496",1590.03126778763,598.562512154221,2581.50002342105
"497",1625.54979258462,347.181155366198,2903.91842980303
"498",505.947157386549,-486.987371811684,1498.88168658478
"499",894.420115596583,53.6534872877396,1735.18674390543
"500",4559.45468446632,3281.08620849853,5837.82316043411
"501",2331.09755647684,1425.51825131726,3236.67686163642
"502",3075.28520067464,2169.75301442429,3980.81738692498
"503",3453.50459999872,1241.90124902701,5665.10795097042
"504",4348.62708681586,3357.16880953434,5340.08536409738
"505",225.465501665581,-882.275218171908,1333.20622150307
"506",2327.46666441859,762.711915784793,3892.22141305239
"507",1582.26165619267,590.775881545336,2573.74743084
"508",3170.11809301326,1605.357609223,4734.87857680352
"509",1546.62569208758,438.881166380181,2654.37021779497
"510",2898.34800694828,1790.59219069516,4006.1038232014
"511",1504.61078469672,663.654219110305,2345.56735028314
"512",5615.94539305712,4624.49328391628,6607.39750219796
"513",728.87120062532,-378.877709244559,1836.6201104952
"514",-8.39262482390797,-1117.48399167286,1100.69874202505
"515",1801.20431912596,522.837475737157,3079.57116251476
"516",3870.03587723309,3031.14047149514,4708.93128297104
"517",1346.03471922136,440.436834364637,2251.63260407807
"518",6237.76533729304,5129.90858638046,7345.62208820562
"519",2419.87335556671,1311.99754698233,3527.74916415109
"520",3945.40680343378,2837.66162433597,5053.15198253159
"521",1633.47591634884,355.113449460877,2911.83838323681
"522",936.717597423445,-54.7713822741256,1928.20657712102
"523",1002.98104779099,11.5034675896491,1994.45862799234
"524",1807.32148829815,699.580484106601,2915.06249248969
